Title,Sender,Sender Email,Date
"Mudit - Looks like the Quantium Data Analytics Virtual Experience
 =?UTF-8?B?d2FzbuKAmXQ=?= for you","""Quantium (Forage)"" <admin@theforage.com>",admin@theforage.com,"Tue, 30 May 2023 11:21:23 +0000 (UTC)"
NPTEL Newsletter: NPTEL+: Upcoming Workshops - Hurry up and Register today!,NPTEL <onlinecourses@nptel.iitm.ac.in>,onlinecourses@nptel.iitm.ac.in,"Tue, 30 May 2023 16:02:33 +0530"
"Since you saved a Data Analyst job, improve your Data Analyst
 skills with these courses",LinkedIn <messages-noreply@linkedin.com>,messages-noreply@linkedin.com,"Tue, 30 May 2023 05:01:26 +0000 (UTC)"
7 bucket list ideas for unforgettable thrills,"""Tripadvisor"" <inspiration@mp1.tripadvisor.com>",inspiration@mp1.tripadvisor.com,"Tue, 30 May 2023 04:44:23 +0000"
=?UTF-8?Q?=E2=80=9Cdata_analyst=E2=80=9C:_30+_opportunities?=,LinkedIn Job Alerts <jobalerts-noreply@linkedin.com>,jobalerts-noreply@linkedin.com,"Tue, 30 May 2023 04:39:09 +0000 (UTC)"
Recommended: Python Project for Data Science,"""Coursera"" <Coursera@email.coursera.org>",Coursera@email.coursera.org,"Mon, 29 May 2023 13:19:01 -0600"
Weekly update in Using Python to Access Web Data,"""Coursera"" <no-reply@m.mail.coursera.org>",no-reply@m.mail.coursera.org,"Mon, 29 May 2023 19:05:35 +0000"
"Ready for your trip to BHL? Don't forget to order delicious
 restaurant food at your train seat!",IRCTC eCatering <ecatering@irctc.co.in>,ecatering@irctc.co.in,"Mon, 29 May 2023 21:41:53 +0530"
"=?UTF-8?Q?""=F0=9F=8C=87_Dubai_Calling!_Unlock_Unforgettable_Experiences_T?=
 =?UTF-8?Q?oday!""?=",EaseMyTrip <info@easemytrip.com>,info@easemytrip.com,"Mon, 29 May 2023 20:00:12 +0530"
=?utf-8?B?RGlzY291bnQgb2Yg4oK5NTAw4oCm8J+SsA==?=,"""IndiGo"" <mailers@marketing.goindigo.in>",mailers@marketing.goindigo.in,"Mon, 29 May 2023 18:54:20 +0530"
Live Masterclass: Data Visualization using PowerBI,upGrad <info@updates.upgrad.com>,info@updates.upgrad.com,"Mon, 29 May 2023 12:26:08 +0000 (UTC)"
Upgrade to FREE Amazon Business Account,Amazon Business <no-reply@business.amazon.in>,no-reply@business.amazon.in,"Mon, 29 May 2023 11:21:01 +0000"
Digital Banking Bole Toh YONO. Register Now!,YONO SBI <yonosbi@alerts.sbi.co.in>,yonosbi@alerts.sbi.co.in,"Mon, 29 May 2023 15:50:14 +0530"
NPTEL Newsletter: May 2023: Vol 3: Week 5,NPTEL <onlinecourses@nptel.iitm.ac.in>,onlinecourses@nptel.iitm.ac.in,"Mon, 29 May 2023 14:46:25 +0530"
Armstrong Dematic is hiring: Modelling Engineer.,LinkedIn <jobs-listings@linkedin.com>,jobs-listings@linkedin.com,"Mon, 29 May 2023 08:44:05 +0000 (UTC)"
"=?UTF-8?Q?""=F0=9F=8C=B2_Embrace_the_Beauty_of_Shimla:_Book_Your_Hotel_at_?=
 =?UTF-8?Q?an_Unbeatable_Price!""?=",EaseMyTrip <info@easemytrip.com>,info@easemytrip.com,"Mon, 29 May 2023 13:45:09 +0530"
=?UTF-8?Q?=E2=80=9Cdata_analyst=E2=80=9C:_30+_opportunities?=,LinkedIn Job Alerts <jobalerts-noreply@linkedin.com>,jobalerts-noreply@linkedin.com,"Mon, 29 May 2023 04:43:37 +0000 (UTC)"
"=?utf-8?B?S2VlcCB5b3VyIGltcG9ydGFudCBkb2N1bWVudHMgc2FmZSBpcw==?=
 =?utf-8?B?IGVhc3ku?=","""Adobe Acrobat"" <mail@mail.adobe.com>",mail@mail.adobe.com,"Sun, 28 May 2023 18:34:04 -0700"
"=?utf-8?Q?Your_curated_list_of_fresher_jobs_&_internships!?=
 =?utf-8?Q?_=F0=9F=9A=80?=","""Varsha from Prosple"" <varsha@prosple.com>",varsha@prosple.com,"Sun, 28 May 2023 18:46:35 -0500"
=?utf-8?Q?Thank=20You!?=,Anoj Viswanathan <anoj@milaap.org>,anoj@milaap.org,"Sun, 28 May 2023 16:45:41 +0000"
"Mudit, message your new connection",Nachiket Kakatkar via LinkedIn <invitations@linkedin.com>,invitations@linkedin.com,"Sun, 28 May 2023 09:53:38 +0000 (UTC)"
=?utf-8?B?VGhlIOKCuTUwMCBhbnN3ZXIgaXPigKbwn5iJ?=,"""IndiGo"" <mailers@marketing.goindigo.in>",mailers@marketing.goindigo.in,"Sun, 28 May 2023 13:50:28 +0800"
=?UTF-8?Q?=E2=80=9Cdata_analyst=E2=80=9C:_30+_opportunities?=,LinkedIn Job Alerts <jobalerts-noreply@linkedin.com>,jobalerts-noreply@linkedin.com,"Sun, 28 May 2023 04:42:53 +0000 (UTC)"
"=?UTF-8?Q?FOUND:_One_Stop_For_All_Your_Travel_Insurance_Needs_?=
 =?UTF-8?Q?=F0=9F=A4=A9?=",Goibibo <noreply@content.goibibo.com>,noreply@content.goibibo.com,"Sun, 28 May 2023 08:07:07 +0530"
=?UTF-8?Q?=E2=9C=89=EF=B8=8F_You_have_an_invitation?=,Aditya Peddireddy <invitations@linkedin.com>,invitations@linkedin.com,"Sun, 28 May 2023 00:53:39 +0000 (UTC)"
"Notification: Jigisha's Birthday!! @ Sun May 28, 2023 12am - 1am
 (IST) (vyas.mudit14@gmail.com)",Google Calendar <calendar-notification@google.com>,calendar-notification@google.com,"Sat, 27 May 2023 18:00:08 +0000"
Maximize Database Performance,Team Scaler <hello@scaler.com>,hello@scaler.com,"Sat, 27 May 2023 12:35:22 +0000 (UTC)"
Transform your Banking Experience with OnlineSBI,YONO SBI <YONOSBI@communications.sbi.co.in>,YONOSBI@communications.sbi.co.in,"Sat, 27 May 2023 10:29:36 +0530"
"Booking Confirmation on IRCTC, Train: 14801, 30-May-2023, 3A, PMY -
 BHL",ticketadmin@irctc.co.in,ticketadmin@irctc.co.in,"Sat, 27 May 2023 09:49:34 +0530 (IST)"
=?UTF-8?Q?=E2=80=9Cdata_analyst=E2=80=9C:_30+_opportunities?=,LinkedIn Job Alerts <jobalerts-noreply@linkedin.com>,jobalerts-noreply@linkedin.com,"Sat, 27 May 2023 04:41:13 +0000 (UTC)"
=?utf-8?B?VGhpcyBqdXN0IGluIPCfkpk=?=,"""IndiGo"" <mailers@marketing.goindigo.in>",mailers@marketing.goindigo.in,"Sat, 27 May 2023 08:43:57 +0530"
Take Action: Join the fun in Peridot,Niantic <niantic@email.nianticlabs.com>,niantic@email.nianticlabs.com,"Sat, 27 May 2023 02:30:00 +0000 (UTC)"
3 reasons to earn a Computer Science degree from BITS Pilani,"""Coursera"" <no-reply@m.mail.coursera.org>",no-reply@m.mail.coursera.org,"Fri, 26 May 2023 19:05:59 +0000"
[e-book] Leverage talent for company transformation,"""Coursera"" <Coursera@email.coursera.org>",Coursera@email.coursera.org,"Fri, 26 May 2023 08:31:10 -0600"
You are Eligible for Free Amazon Business Account,Amazon Business <no-reply@business.amazon.in>,no-reply@business.amazon.in,"Fri, 26 May 2023 12:12:30 +0000"
=?UTF-8?B?8J+PkyDwn46vIEJyaW5nIHNwb3J0cyBpbmRvb3Ih?=,"""Decathlon India"" <communication@email.decathlon.in>",communication@email.decathlon.in,"Fri, 26 May 2023 03:41:35 -0600"
=?UTF-8?Q?=E2=80=9Cdata_analyst=E2=80=9C:_30+_opportunities?=,LinkedIn Job Alerts <jobalerts-noreply@linkedin.com>,jobalerts-noreply@linkedin.com,"Fri, 26 May 2023 04:39:14 +0000 (UTC)"
What did you think of Introduction to DAX in Power BI?,DataCamp <team@datacamp.com>,team@datacamp.com,"Fri, 26 May 2023 01:11:40 +0000 (UTC)"
"=?utf-8?Q?Your_curated_list_of_fresher_jobs_&_internships!?=
 =?utf-8?Q?_=F0=9F=9A=80?=","""Varsha from Prosple"" <varsha@prosple.com>",varsha@prosple.com,"Thu, 25 May 2023 18:12:23 -0500"
Live Masterclass: Build your customer support chatbot using ChatGPT,upGrad <info@updates.upgrad.com>,info@updates.upgrad.com,"Thu, 25 May 2023 13:12:46 +0000 (UTC)"
=?UTF-8?Q?Tap_to_know_on_how_you_can_save_big=F0=9F=92=B0=F0=9F=91=87?=,EaseMyTrip <info@easemytrip.com>,info@easemytrip.com,"Thu, 25 May 2023 18:28:00 +0530"
Give your Financial journey head start .Start Investing Now !,YONO SBI <yonosbi@alerts.sbi.co.in>,yonosbi@alerts.sbi.co.in,"Thu, 25 May 2023 17:56:54 +0530"
=?UTF-8?B?SXTigJlzIGEgTUFUQ0jCoOKdpO+4jw==?=,Goibibo <noreply@content.goibibo.com>,noreply@content.goibibo.com,"Thu, 25 May 2023 14:44:13 +0530"
=?UTF-8?Q?=E2=80=9Cdata_analyst=E2=80=9C:_30+_opportunities?=,LinkedIn Job Alerts <jobalerts-noreply@linkedin.com>,jobalerts-noreply@linkedin.com,"Thu, 25 May 2023 04:37:40 +0000 (UTC)"
=?utf-8?B?QW5kIHRoZSB0b3AgaG90ZWxzIGluIHRoZSB3b3JsZCBhcmXigKY=?=,"""Tripadvisor"" <awards@mp1.tripadvisor.com>",awards@mp1.tripadvisor.com,"Thu, 25 May 2023 04:31:27 +0000"
"Notification: Shloka Ji's Birthday!! @ Thu May 25, 2023 12:30am -
 1:30am (IST) (vyas.mudit14@gmail.com)",Google Calendar <calendar-notification@google.com>,calendar-notification@google.com,"Wed, 24 May 2023 18:29:52 +0000"
"Mudit, message your new connection",Meghana Rangarajan via LinkedIn <invitations@linkedin.com>,invitations@linkedin.com,"Wed, 24 May 2023 14:27:56 +0000 (UTC)"
Earn a Computer Science degree from BITS Pilani,"""Coursera"" <Coursera@email.coursera.org>",Coursera@email.coursera.org,"Wed, 24 May 2023 07:20:49 -0600"
=?utf-8?B?QmVuZWZpdHMgd29ydGgg4oK5NywwMDAg8J+Yrg==?=,"""IndiGo"" <mailers@marketing.goindigo.in>",mailers@marketing.goindigo.in,"Wed, 24 May 2023 17:36:18 +0530"
You can use AI to grow your career =?UTF-8?B?8J+mvg==?=,upGrad <info@updates.upgrad.com>,info@updates.upgrad.com,"Wed, 24 May 2023 12:01:46 +0000 (UTC)"
"Unite Career Solutions is hiring: Entry Level  Data Analyst
 Trainee: (Upto 4Lpa).",LinkedIn <jobs-listings@linkedin.com>,jobs-listings@linkedin.com,"Wed, 24 May 2023 08:40:07 +0000 (UTC)"
"=?UTF-8?Q?""Escape_to_the_Wonders_of_Saudi_Travel_-_Create_Memories_to_Las?=
 =?UTF-8?Q?t_a_Lifetime!_=F0=9F=8C=84""?=",EaseMyTrip <info@easemytrip.com>,info@easemytrip.com,"Wed, 24 May 2023 13:54:16 +0530"
=?UTF-8?Q?=E2=80=9Cdata_analyst=E2=80=9C:_30+_opportunities?=,LinkedIn Job Alerts <jobalerts-noreply@linkedin.com>,jobalerts-noreply@linkedin.com,"Wed, 24 May 2023 04:41:37 +0000 (UTC)"
"=?utf-8?Q?Your_curated_list_of_fresher_jobs_&_internships!?=
 =?utf-8?Q?_=F0=9F=9A=80?=","""Varsha from Prosple"" <varsha@prosple.com>",varsha@prosple.com,"Tue, 23 May 2023 18:07:51 -0500"
"=?utf-8?B?QWNjZXNzIFNQSklNUuKAmXMgZ2xvYmFsIGFsdW1uaSBuZXR3b3Jr?=
	=?utf-8?B?IHdpdGggdGhlIFBHRE0gT25saW5l?=","""Coursera"" <no-reply@m.mail.coursera.org>",no-reply@m.mail.coursera.org,"Tue, 23 May 2023 18:39:28 +0000"
Webinar: Leading Through Exponential Change,"""Coursera"" <Coursera@email.coursera.org>",Coursera@email.coursera.org,"Tue, 23 May 2023 11:01:42 -0600"
Apply now to MSc Data Science (Statistics),"""Coursera"" <no-reply@m.mail.coursera.org>",no-reply@m.mail.coursera.org,"Tue, 23 May 2023 16:25:39 +0000"
Financial Aid Application Approved,"""Coursera"" <no-reply@t.mail.coursera.org>",no-reply@t.mail.coursera.org,"Tue, 23 May 2023 15:16:39 +0000"
"=?UTF-8?B?LCB5b3UncmUgYW1hemluZywgUmF0ZSB5b3VyIHByb2R1Y3QgZXhw?=
 =?UTF-8?B?ZXJpZW5jZSB3aXRoIHVzIPCfj4vvuI/wn6S48J+nmPCfj7w=?=","""Rahul - Decathlon Product Review Leader"" <noreply-in@email.decathlon.in>",noreply-in@email.decathlon.in,"Tue, 23 May 2023 06:37:57 -0600"
"=?utf-8?q?=E0=A4=95=E0=A5=8D=E0=A4=AF=E0=A4=BE_=E0=A4=86=E0=A4=AA=E0=A4=A8?=
 =?utf-8?q?=E0=A5=87_=E0=A4=AE=E0=A4=A4=E0=A5=8D=E0=A4=B8=E0=A5=8D=E0=A4=AF_?=
 =?utf-8?q?=E0=A4=95=E0=A4=BE=E0=A4=82=E0=A4=A1_=E0=A4=B5=E0=A5=87=E0=A4=AC_?=
 =?utf-8?q?=E0=A4=B8=E0=A5=80=E0=A4=B0=E0=A5=80=E0=A4=9C_=E0=A4=A6=E0=A5=87?=
 =?utf-8?q?=E0=A4=96=E0=A5=80_=E0=A4=B9=E0=A5=88_=3F?=","=?utf-8?q?Quora_=E0=A4=9C=E0=A5=8D=E0=A4=9E=E0=A4=BE=E0=A4=A8_=E0=A4=95?=
 =?utf-8?q?=E0=A4=BE_=E0=A4=AA=E0=A4=BF=E0=A4=9F=E0=A4=BE=E0=A4=B0=E0=A4=BE?=
 <hindi-personalized-digest@quora.com>",hindi-personalized-digest@quora.com,"Tue, 23 May 2023 13:55:00 +0000"
You're invited: Navigating your career as a young professional,=?UTF-8?B?TGlua2VkSW4=?= <linkedin@e.linkedin.com>,linkedin@e.linkedin.com,"Tue, 23 May 2023 06:38:08 -0700"
"Mudit, follow these creators based on your recent activity",LinkedIn <messages-noreply@linkedin.com>,messages-noreply@linkedin.com,"Tue, 23 May 2023 13:01:26 +0000 (UTC)"
Mudit - Kickstart your career at Quantium,"""Quantium (Forage)"" <admin@theforage.com>",admin@theforage.com,"Tue, 23 May 2023 11:16:17 +0000 (UTC)"
=?UTF-8?Q?Tap_to_know_on_how_you_can_save_big=F0=9F=92=B0=F0=9F=91=87?=,EaseMyTrip <info@easemytrip.com>,info@easemytrip.com,"Tue, 23 May 2023 14:56:37 +0530"
NRServices OTP for Citizen User Creation,noreply-parivahan@gov.in,noreply-parivahan@gov.in,"Tue, 23 May 2023 12:37:01 +0530 (IST)"
"Since you saved a Data Analyst job, improve your Data Analyst
 skills with these courses",LinkedIn <messages-noreply@linkedin.com>,messages-noreply@linkedin.com,"Tue, 23 May 2023 05:01:26 +0000 (UTC)"
=?UTF-8?Q?=E2=80=9Cdata_analyst=E2=80=9C:_30+_opportunities?=,LinkedIn Job Alerts <jobalerts-noreply@linkedin.com>,jobalerts-noreply@linkedin.com,"Tue, 23 May 2023 04:37:28 +0000 (UTC)"
=?utf-8?B?UGl0Y2ggUGVyZmVjdCBQREZzLg==?=,"""Adobe Acrobat"" <mail@mail.adobe.com>",mail@mail.adobe.com,"Mon, 22 May 2023 18:03:22 -0700"
Recommended: Google IT Support,"""Coursera"" <Coursera@email.coursera.org>",Coursera@email.coursera.org,"Mon, 22 May 2023 14:06:44 -0600"
Career benefits from Using Python to Access Web Data,"""Coursera"" <no-reply@m.mail.coursera.org>",no-reply@m.mail.coursera.org,"Mon, 22 May 2023 19:25:11 +0000"
"It's 2023! Still haven't found the time to upskill?
 =?UTF-8?B?8J+nkA==?=",upGrad <info@updates.upgrad.com>,info@updates.upgrad.com,"Mon, 22 May 2023 15:34:15 +0000 (UTC)"
NPTEL Newsletter: May 2023: Vol 3: Week 4,NPTEL <onlinecourses@nptel.iitm.ac.in>,onlinecourses@nptel.iitm.ac.in,"Mon, 22 May 2023 18:33:27 +0530"
Timing Matters: Discover the Ideal Moment for an MBA in Your Career,upGrad <info@updates.upgrad.com>,info@updates.upgrad.com,"Mon, 22 May 2023 13:05:33 +0000 (UTC)"
"=?UTF-8?Q?=F0=9F=90=ABSaudi_travel_league_-_unforgettable_adventures_awai?=
 =?UTF-8?Q?t_you=F0=9F=98=8D?=",EaseMyTrip <info@easemytrip.com>,info@easemytrip.com,"Mon, 22 May 2023 16:12:34 +0530"
=?UTF-8?Q?Just_Scroll_to_Win_a_Gift!_=F0=9F=8E=81=C2=A0?=,Goibibo <noreply@content.goibibo.com>,noreply@content.goibibo.com,"Mon, 22 May 2023 14:19:18 +0530"
Rama International Tools is hiring: Mechanical Engineering Intern.,LinkedIn <jobs-listings@linkedin.com>,jobs-listings@linkedin.com,"Mon, 22 May 2023 08:15:06 +0000 (UTC)"
Test like a topper with MADE EASY ESE Mains Test Series,MADE EASY <info@madeeasyprime.com>,info@madeeasyprime.com,"Mon, 22 May 2023 07:34:57 +0000 (UTC)"
MADE EASY GATE Rank Improvement Online Course,MADE EASY <info@madeeasyprime.com>,info@madeeasyprime.com,"Mon, 22 May 2023 07:08:36 +0000 (UTC)"
Tickle Their Tastebuds with These Choco Flavours,Ferns N Petals <happiness@moments.fnp.com>,happiness@moments.fnp.com,"Mon, 22 May 2023 06:12:28 +0000 (UTC)"
=?UTF-8?Q?=E2=80=9Cdata_analyst=E2=80=9C:_30+_opportunities?=,LinkedIn Job Alerts <jobalerts-noreply@linkedin.com>,jobalerts-noreply@linkedin.com,"Mon, 22 May 2023 04:37:18 +0000 (UTC)"
"=?utf-8?Q?Your_curated_list_of_fresher_jobs_&_internships!?=
 =?utf-8?Q?_=F0=9F=9A=80?=","""Varsha from Prosple"" <varsha@prosple.com>",varsha@prosple.com,"Sun, 21 May 2023 21:12:29 -0500"
"Notification: Shrenic's birthday! @ Mon May 22, 2023 12:30am - 1:30am
 (IST) (vyas.mudit14@gmail.com)",Google Calendar <calendar-notification@google.com>,calendar-notification@google.com,"Sun, 21 May 2023 18:30:03 +0000"
For You: Amazing discounts on Stays!,Goibibo <noreply@content.goibibo.com>,noreply@content.goibibo.com,"Sun, 21 May 2023 15:52:56 +0530"
=?UTF-8?Q?=E2=80=9Cdata_analyst=E2=80=9C:_30+_opportunities?=,LinkedIn Job Alerts <jobalerts-noreply@linkedin.com>,jobalerts-noreply@linkedin.com,"Sun, 21 May 2023 04:50:14 +0000 (UTC)"
"IIT Madras CODE Certificate Program on eMobility and EV Engg - Cohort
 3 | Registrations now open",NPTEL <onlinecourses@nptel.iitm.ac.in>,onlinecourses@nptel.iitm.ac.in,"Sat, 20 May 2023 20:00:00 +0530"
Free Masterclass: Data Science vs Data Analytics,upGrad <info@updates.upgrad.com>,info@updates.upgrad.com,"Sat, 20 May 2023 11:02:14 +0000 (UTC)"
What did you think of Introduction to Power BI?,DataCamp <team@datacamp.com>,team@datacamp.com,"Sat, 20 May 2023 09:03:15 +0000 (UTC)"
=?UTF-8?Q?=E2=80=9Cdata_analyst=E2=80=9C:_30+_opportunities?=,LinkedIn Job Alerts <jobalerts-noreply@linkedin.com>,jobalerts-noreply@linkedin.com,"Sat, 20 May 2023 04:44:49 +0000 (UTC)"
LAST CHANCE to grab this!!,Goibibo <noreply@content.goibibo.com>,noreply@content.goibibo.com,"Sat, 20 May 2023 09:33:30 +0530"
=?utf-8?B?wqFQUklNRVIgRVZFTlRPIFBSRVNFTkNJQUwh?=,"""Coursera"" <no-reply@m.mail.coursera.org>",no-reply@m.mail.coursera.org,"Fri, 19 May 2023 18:56:43 +0000"
=?utf-8?B?VGhpcyBqdXN0IGluIPCfkpk=?=,"""IndiGo"" <mailers@marketing.goindigo.in>",mailers@marketing.goindigo.in,"Fri, 19 May 2023 22:09:03 +0800"
"=?UTF-8?Q?=F0=9F=92=BAYour_Goan_Paradise_Awaits:_Find_the_Perfect_Hotel_S?=
 =?UTF-8?Q?tay=F0=9F=8F=A8?=",EaseMyTrip <info@easemytrip.com>,info@easemytrip.com,"Fri, 19 May 2023 19:34:50 +0530"
"IIT Madras CODE Certificate Program on Additive Manufacturing
 Technologies for Practicing Engineers | Registrations now open",NPTEL <onlinecourses@nptel.iitm.ac.in>,onlinecourses@nptel.iitm.ac.in,"Fri, 19 May 2023 19:30:00 +0530"
"=?UTF-8?Q?=F0=9F=90=ABSaudi_travel_league_-_unforgettable_adventures_awai?=
 =?UTF-8?Q?t_you=F0=9F=98=8D?=",EaseMyTrip <info@easemytrip.com>,info@easemytrip.com,"Fri, 19 May 2023 15:23:34 +0530"
Complete your Purchase,Beardo India <support@beardo.in>,support@beardo.in,"Fri, 19 May 2023 05:44:03 +0000 (UTC)"
=?UTF-8?Q?=E2=80=9Cdata_analyst=E2=80=9C:_30+_opportunities?=,LinkedIn Job Alerts <jobalerts-noreply@linkedin.com>,jobalerts-noreply@linkedin.com,"Fri, 19 May 2023 04:38:51 +0000 (UTC)"
"=?utf-8?Q?Your_curated_list_of_fresher_jobs_&_internships!?=
 =?utf-8?Q?_=F0=9F=9A=80?=","""Varsha from Prosple"" <varsha@prosple.com>",varsha@prosple.com,"Thu, 18 May 2023 18:07:26 -0500"
"Hey,  even non coders can become data
 =?UTF-8?B?c2NpZW50aXN0c/CfmLM=?=",upGrad <info@updates.upgrad.com>,info@updates.upgrad.com,"Thu, 18 May 2023 12:01:35 +0000 (UTC)"
Adventure Together with Peridot: Niantic's New Game,Niantic <niantic@email.nianticlabs.com>,niantic@email.nianticlabs.com,"Thu, 18 May 2023 02:30:00 +0000 (UTC)"
=?UTF-8?Q?Few_Hours_Left:_Best_Deals_on_International_Stays_=E2=8C=9A?=,Goibibo <noreply@content.goibibo.com>,noreply@content.goibibo.com,"Thu, 18 May 2023 15:12:20 +0530"
=?UTF-8?Q?=E2=80=9Cdata_analyst=E2=80=9C:_30+_opportunities?=,LinkedIn Job Alerts <jobalerts-noreply@linkedin.com>,jobalerts-noreply@linkedin.com,"Thu, 18 May 2023 04:33:12 +0000 (UTC)"
[Invite] Introduction to SQL for Data Science!,Team Scaler <academy@mailer.scaler.com>,academy@mailer.scaler.com,"Wed, 17 May 2023 17:27:08 -0700 (PDT)"
[Invite] Introduction to SQL for Data Science!,Team Scaler <academy@mailer.scaler.com>,academy@mailer.scaler.com,"Wed, 17 May 2023 17:16:38 -0700 (PDT)"
"Mudit, thanks for being a valued member",=?UTF-8?B?TGlua2VkSW4=?= <linkedin@e.linkedin.com>,linkedin@e.linkedin.com,"Wed, 17 May 2023 07:56:27 -0700"
New jobs similar to Operations Business Analyst at Lam Research,LinkedIn <jobs-noreply@linkedin.com>,jobs-noreply@linkedin.com,"Wed, 17 May 2023 17:25:42 +0000 (UTC)"
[Invite] learn about Microservices and Monolithic Architecture,Team Scaler <academy@mailer.scaler.com>,academy@mailer.scaler.com,"Wed, 17 May 2023 09:12:42 -0700 (PDT)"
Apply today,=?UTF-8?B?TGlua2VkSW4=?= <linkedin@e.linkedin.com>,linkedin@e.linkedin.com,"Wed, 17 May 2023 06:33:20 -0700"
=?utf-8?B?TG92ZSBhZHZlbnR1cmU/IPCfp5figI3imYDvuI8=?=,"""IndiGo"" <mailers@marketing.goindigo.in>",mailers@marketing.goindigo.in,"Wed, 17 May 2023 22:58:31 +0800"
"=?UTF-8?B?RXhwbG9yZSBNaWNoaWdhbuKAmXMgb25saW5lIE1hc3RlciBvZiBB?=
 =?UTF-8?B?cHBsaWVkIERhdGEgU2NpZW5jZQ==?=","""Coursera"" <Coursera@email.coursera.org>",Coursera@email.coursera.org,"Wed, 17 May 2023 08:55:06 -0600"
"=?UTF-8?Q?=F0=9F=92=BA""Unwind_in_Goa:_Irresistible_Offers_on_Luxurious_Ho?=
 =?UTF-8?Q?tels!""=F0=9F=8F=A8?=",EaseMyTrip <info@easemytrip.com>,info@easemytrip.com,"Wed, 17 May 2023 18:53:36 +0530"
"=?UTF-8?Q?Last_Call_for_Wheely_Good_Deals=C2=A0=F0=9F=8F=83=E2=80=8D?=
 =?UTF-8?Q?=E2=99=82=EF=B8=8F?=",Goibibo <info@content.goibibo.com>,info@content.goibibo.com,"Wed, 17 May 2023 15:22:04 +0530"
"=?UTF-8?Q?=F0=9F=98=8BOpen_this_to_unveil_the_tasty_deal!=F0=9F=A4=A4?=
 =?UTF-8?Q?=F0=9F=91=87?=",EaseMyTrip <info@easemytrip.com>,info@easemytrip.com,"Wed, 17 May 2023 15:17:18 +0530"
Apple is hiring: Mechanical Prototyper.,LinkedIn <jobs-listings@linkedin.com>,jobs-listings@linkedin.com,"Wed, 17 May 2023 08:49:08 +0000 (UTC)"
=?UTF-8?Q?=E2=80=9Cdata_analyst=E2=80=9C:_30+_opportunities?=,LinkedIn Job Alerts <jobalerts-noreply@linkedin.com>,jobalerts-noreply@linkedin.com,"Wed, 17 May 2023 04:47:31 +0000 (UTC)"
Your next trip: Seaside escapes,"""Tripadvisor"" <inspiration@mp1.tripadvisor.com>",inspiration@mp1.tripadvisor.com,"Wed, 17 May 2023 02:41:36 +0000"
Exclusive Invite to Peridot: Niantic's New Game,Niantic <niantic@email.nianticlabs.com>,niantic@email.nianticlabs.com,"Wed, 17 May 2023 02:30:00 +0000 (UTC)"
"=?utf-8?Q?Your_curated_list_of_fresher_jobs_&_internships!?=
 =?utf-8?Q?_=F0=9F=9A=80?=","""Varsha from Prosple"" <varsha@prosple.com>",varsha@prosple.com,"Tue, 16 May 2023 18:08:41 -0500"
Experience Flexibility at a Top B-School,"""Coursera"" <no-reply@m.mail.coursera.org>",no-reply@m.mail.coursera.org,"Tue, 16 May 2023 15:53:42 +0000"
=?UTF-8?Q?This_one=E2=80=99s_a_SHOCKER!_=F0=9F=98=B1?=,Goibibo <noreply@content.goibibo.com>,noreply@content.goibibo.com,"Tue, 16 May 2023 19:55:42 +0530"
NPTEL Newsletter: NPTEL+: Upcoming Workshops - Hurry up and Register today!,NPTEL <onlinecourses@nptel.iitm.ac.in>,onlinecourses@nptel.iitm.ac.in,"Tue, 16 May 2023 18:00:00 +0530"
Mudit - Jump back into the Quantium Data Analytics Virtual Experience,"""Quantium (Forage)"" <admin@theforage.com>",admin@theforage.com,"Tue, 16 May 2023 11:11:40 +0000 (UTC)"
"Since you saved a Data Analyst job, improve your Data Analyst
 skills with these courses",LinkedIn <messages-noreply@linkedin.com>,messages-noreply@linkedin.com,"Tue, 16 May 2023 05:01:26 +0000 (UTC)"
=?UTF-8?Q?=E2=80=9Cdata_analyst=E2=80=9C:_30+_opportunities?=,LinkedIn Job Alerts <jobalerts-noreply@linkedin.com>,jobalerts-noreply@linkedin.com,"Tue, 16 May 2023 04:51:05 +0000 (UTC)"
"Mudit, apply to Customer Support Data Analyst at Juniper Networks",LinkedIn <jobs-noreply@linkedin.com>,jobs-noreply@linkedin.com,"Mon, 15 May 2023 21:33:24 +0000 (UTC)"
Recommended: Google IT Support,"""Coursera"" <Coursera@email.coursera.org>",Coursera@email.coursera.org,"Mon, 15 May 2023 15:11:18 -0600"
Weekly update in Using Python to Access Web Data,"""Coursera"" <no-reply@m.mail.coursera.org>",no-reply@m.mail.coursera.org,"Mon, 15 May 2023 19:11:05 +0000"
"Mudit, message your new connection",Sourav Raj via LinkedIn <invitations@linkedin.com>,invitations@linkedin.com,"Mon, 15 May 2023 18:53:39 +0000 (UTC)"
"Your next tech job can be at a product based
 =?UTF-8?B?Y29tcGFueSzwn5GH8J+PvQ==?=",upGrad <info@updates.upgrad.com>,info@updates.upgrad.com,"Mon, 15 May 2023 16:21:17 +0000 (UTC)"
"Get your growth hacking skills in shape, =?UTF-8?B?TWFoZXNo8J+kkw==?=",upGrad <info@updates.upgrad.com>,info@updates.upgrad.com,"Mon, 15 May 2023 15:20:08 +0000 (UTC)"
People with skills in Ansys Products follow these creators,LinkedIn <messages-noreply@linkedin.com>,messages-noreply@linkedin.com,"Mon, 15 May 2023 13:01:26 +0000 (UTC)"
