,Firm,Sender Email,Day,Date,Month,Year,Time_24hr_offset,Parts_of_the_day,noreply,Month_year
1041,Varsha from Prosple ,varsha@prosple.com,Tue,14,Feb,2023,00:05:52,Night,0,Feb 2023
1042,Coursera ,Coursera@email.coursera.org,Tue,14,Feb,2023,20:16:54,Evening,0,Feb 2023
1043,SBI,cbssbi.cas@alerts.sbi.co.in,Tue,14,Feb,2023,08:42:29,Morning,0,Feb 2023
1044,Gaucho - Buenos Aires ,hello@gauchobuenosaires.com,Tue,14,Feb,2023,06:04:12,Morning,0,Feb 2023
1045,IndiGo ,mailers@marketing.goindigo.in,Tue,14,Feb,2023,05:36:13,Morning,0,Feb 2023
1046,Rahul - Decathlon Product Review Leader ,noreply-in@email.decathlon.in,Tue,14,Feb,2023,00:39:10,Night,1,Feb 2023
1047,JAIPUR MADEEASY ,infojaipur@madeeasy.in,Tue,14,Feb,2023,11:26:39,Morning,0,Feb 2023
1048,LinkedIn,jobs-listings@linkedin.com,Tue,14,Feb,2023,07:51:42,Morning,0,Feb 2023
1049,upGrad ,info@updates.upgrad.com,Tue,14,Feb,2023,06:31:06,Morning,0,Feb 2023
1050,IRCTC,ticketadmin@irctc.co.in,Tue,14,Feb,2023,05:54:38,Morning,0,Feb 2023
1051,Coursera ,no-reply@m.mail.coursera.org,Tue,14,Feb,2023,04:56:40,Night,0,Feb 2023
1052,NPTEL ,onlinecourses@nptel.iitm.ac.in,Tue,14,Feb,2023,14:51:39,Afternoon,0,Feb 2023
1053,Goibibo ,noreply@content.goibibo.com,Tue,14,Feb,2023,13:50:55,Afternoon,1,Feb 2023
1054,EaseMyTrip ,info@easemytrip.com,Mon,13,Feb,2023,13:05:56,Afternoon,0,Feb 2023
1055,Coursera ,no-reply@m.mail.coursera.org,Mon,13,Feb,2023,08:49:51,Morning,0,Feb 2023
1056,LinkedIn,updates-noreply@linkedin.com,Mon,13,Feb,2023,03:38:50,Night,1,Feb 2023
1057,LinkedIn,messages-noreply@linkedin.com,Mon,13,Feb,2023,03:01:27,Night,1,Feb 2023
1058,Riya Jain ,riya.jain@email.codingblocks.com,Mon,13,Feb,2023,01:38:27,Night,0,Feb 2023
1059,IndiGo ,IndiGoCustomerFeedback@goindigo.in,Mon,13,Feb,2023,00:58:41,Night,0,Feb 2023
1060,Adobe Acrobat ,mail@mail.adobe.com,Mon,13,Feb,2023,17:53:11,Evening,0,Feb 2023
1061,Goibibo ,noreply@content.goibibo.com,Mon,13,Feb,2023,10:33:47,Morning,1,Feb 2023
1062,upGrad ,info@updates.upgrad.com,Mon,13,Feb,2023,09:03:20,Morning,0,Feb 2023
1063,upGrad ,info@updates.upgrad.com,Mon,13,Feb,2023,07:27:29,Morning,0,Feb 2023
1064,Uber ,uber@uber.com,Mon,13,Feb,2023,05:08:38,Morning,0,Feb 2023
1065,Varsha from Prosple ,varsha@prosple.com,Sun,12,Feb,2023,02:01:03,Night,0,Feb 2023
1066,upGrad ,info@updates.upgrad.com,Sun,12,Feb,2023,02:31:08,Night,0,Feb 2023
1067,Syed Mujhtaba Mushaid ,invitations@linkedin.com,Sun,12,Feb,2023,07:40:18,Morning,0,Feb 2023
1068,Goibibo ,noreply@content.goibibo.com,Sun,12,Feb,2023,07:41:08,Morning,1,Feb 2023
1069,upGrad ,info@updates.upgrad.com,Sun,12,Feb,2023,06:34:11,Morning,0,Feb 2023
1070,Goibibo ,noreply@content.goibibo.com,Sun,12,Feb,2023,11:25:17,Morning,1,Feb 2023
1071,NASA Mars ,no-reply-mars@jpl.nasa.gov,Sat,11,Feb,2023,22:29:20,Night,0,Feb 2023
1072,Google,calendar-notification@google.com,Sat,11,Feb,2023,08:30:10,Morning,0,Feb 2023
1073,LinkedIn,updates-noreply@linkedin.com,Sat,11,Feb,2023,03:39:48,Night,1,Feb 2023
1074,Team Scaler ,hello@scaler.com,Sat,11,Feb,2023,02:32:53,Night,0,Feb 2023
1075,Vector ,jubin@gradjago.com,Sat,11,Feb,2023,02:06:18,Night,0,Feb 2023
1076,LinkedIn,jobs-listings@linkedin.com,Sat,11,Feb,2023,07:44:34,Morning,0,Feb 2023
1077,upGrad ,info@updates.upgrad.com,Sat,11,Feb,2023,06:46:20,Morning,0,Feb 2023
1078,University of Michigan ,no-reply@m.mail.coursera.org,Sat,11,Feb,2023,03:59:31,Night,0,Feb 2023
1079,AdaniOne ,info@adanione.com,Sat,11,Feb,2023,03:20:20,Night,0,Feb 2023
1080,EaseMyTrip ,info@easemytrip.com,Fri,10,Feb,2023,10:40:31,Morning,0,Feb 2023
1081,eCom ,eCom@communications.sbi.co.in,Fri,10,Feb,2023,14:58:54,Afternoon,0,Feb 2023
1082,SBI,yonosbi@alerts.sbi.co.in,Fri,10,Feb,2023,14:57:33,Afternoon,0,Feb 2023
1083,SBI,research.sbsc@communications.sbi.co.in,Fri,10,Feb,2023,13:13:01,Afternoon,0,Feb 2023
1084,HackerRank Team ,hackers@hackerrankmail.com,Fri,10,Feb,2023,01:44:57,Night,0,Feb 2023
1085,Roshni Loddha ,jubin@gradjago.com,Fri,10,Feb,2023,01:31:56,Night,0,Feb 2023
1086,Riya Jain ,riya.jain@email.codingblocks.com,Fri,10,Feb,2023,00:29:15,Night,0,Feb 2023
1087,Niantic ,niantic@email.nianticlabs.com,Fri,10,Feb,2023,00:15:00,Night,0,Feb 2023
1088,FabHotels ,bookings@fabhotels.com,Fri,10,Feb,2023,07:26:15,Morning,0,Feb 2023
1089,upGrad ,info@updates.upgrad.com,Fri,10,Feb,2023,06:45:21,Morning,0,Feb 2023
1090,Uber Receipts ,noreply@uber.com,Fri,10,Feb,2023,02:03:37,Night,1,Feb 2023
1091,Uber Receipts ,noreply@uber.com,Fri,10,Feb,2023,02:03:19,Night,1,Feb 2023
1092,Uber Receipts ,noreply@uber.com,Fri,10,Feb,2023,01:29:11,Night,1,Feb 2023
1093,Uber Receipts ,noreply@uber.com,Fri,10,Feb,2023,00:20:50,Night,1,Feb 2023
1094,Uber Receipts ,noreply@uber.com,Fri,10,Feb,2023,00:20:34,Night,1,Feb 2023
1095,Varsha from Prosple ,varsha@prosple.com,Thu,9,Feb,2023,00:09:49,Night,0,Feb 2023
1096,Riya Jain ,riya.jain@email.codingblocks.com,Thu,9,Feb,2023,06:35:20,Morning,0,Feb 2023
1097,GeeksforGeeks ,no-reply@geeksforgeeks.org,Thu,9,Feb,2023,06:20:39,Morning,0,Feb 2023
1098,Gaucho - Buenos Aires ,hello@gauchobuenosaires.com,Thu,9,Feb,2023,06:02:36,Morning,0,Feb 2023
1099,Uber ,noreply@uber.com,Thu,9,Feb,2023,05:31:05,Morning,1,Feb 2023
1100,Uber Receipts ,noreply@uber.com,Thu,9,Feb,2023,05:29:35,Morning,1,Feb 2023
1101,SBI,cbsalerts.sbi@alerts.sbi.co.in,Thu,9,Feb,2023,06:23:59,Morning,0,Feb 2023
1102,Coursera ,Coursera@email.coursera.org,Thu,9,Feb,2023,03:06:34,Night,0,Feb 2023
1103,Team Scaler ,hello@scaler.com,Thu,9,Feb,2023,03:53:27,Night,0,Feb 2023
1104,IndiGo ,mailers@marketing.goindigo.in,Thu,9,Feb,2023,13:53:52,Afternoon,0,Feb 2023
1105,NPTEL ,onlinecourses@nptel.iitm.ac.in,Thu,9,Feb,2023,13:22:09,Afternoon,0,Feb 2023
1106,Goibibo ,noreply@content.goibibo.com,Thu,9,Feb,2023,10:59:37,Morning,1,Feb 2023
1107,upGrad ,info@updates.upgrad.com,Thu,9,Feb,2023,08:09:13,Morning,0,Feb 2023
1108,LinkedIn,jobs-listings@linkedin.com,Thu,9,Feb,2023,07:55:50,Morning,0,Feb 2023
1109,Tripadvisor ,content@mp1.tripadvisor.com,Thu,9,Feb,2023,03:23:34,Night,0,Feb 2023
1110,IndiGo ,IndiGoCustomerFeedback@goindigo.in,Wed,8,Feb,2023,02:22:33,Night,0,Feb 2023
1111,EaseMyTrip ,info@easemytrip.com,Wed,8,Feb,2023,12:49:13,Afternoon,0,Feb 2023
1112,Google,googleplay-noreply@google.com,Wed,8,Feb,2023,01:56:54,Night,1,Feb 2023
1113,Varunkumar Prasad ,invitations@linkedin.com,Wed,8,Feb,2023,07:01:39,Morning,0,Feb 2023
1114,IRCTC,ecatering@irctc.co.in,Wed,8,Feb,2023,07:14:42,Morning,0,Feb 2023
1115,LinkedIn,updates-noreply@linkedin.com,Wed,8,Feb,2023,03:39:16,Night,1,Feb 2023
1116,Team Scaler ,hello@scaler.com,Wed,8,Feb,2023,03:03:16,Night,0,Feb 2023
1117,HDFC Bank ,information@hdfcbank.net,Wed,8,Feb,2023,11:22:48,Morning,0,Feb 2023
1118,Goibibo ,noreply@content.goibibo.com,Wed,8,Feb,2023,11:00:07,Morning,1,Feb 2023
1119,Unikaksha ,abhilash@gradjago.com,Wed,8,Feb,2023,09:49:22,Morning,0,Feb 2023
1120,IRCTC,ticketadmin@irctc.co.in,Wed,8,Feb,2023,13:33:39,Afternoon,0,Feb 2023
1121,FabHotels ,bookings@fabhotels.com,Wed,8,Feb,2023,06:55:27,Morning,0,Feb 2023
1122,FabHotels ,bookings@fabhotels.com,Wed,8,Feb,2023,06:55:27,Morning,0,Feb 2023
1123,Payments ,no-reply@razorpay.com,Wed,8,Feb,2023,06:55:10,Morning,0,Feb 2023
1124,upGrad ,info@updates.upgrad.com,Wed,8,Feb,2023,05:45:14,Morning,0,Feb 2023
1125,NPTEL ,onlinecourses@nptel.iitm.ac.in,Wed,8,Feb,2023,15:14:58,Afternoon,0,Feb 2023
1126,,ticketadmin@irctc.co.in,Wed,8,Feb,2023,13:56:00,Afternoon,0,Feb 2023
1127,IRCTC,ticketadmin@irctc.co.in,Wed,8,Feb,2023,08:23:51,Morning,0,Feb 2023
1128,SBI,noreply.irctcpolicy@SBIGeneral.in,Wed,8,Feb,2023,13:53:51,Afternoon,1,Feb 2023
1129,Varsha from Prosple ,varsha@prosple.com,Tue,7,Feb,2023,00:10:20,Night,0,Feb 2023
1130,EaseMyTrip ,info@easemytrip.com,Tue,7,Feb,2023,13:42:44,Afternoon,0,Feb 2023
1131,LinkedIn,linkedin@e.linkedin.com,Tue,7,Feb,2023,01:05:37,Night,0,Feb 2023
1132,LinkedIn,messages-noreply@linkedin.com,Tue,7,Feb,2023,03:01:30,Night,1,Feb 2023
1133,Cleartrip ,noreply@cleartrip.com,Tue,7,Feb,2023,13:02:13,Afternoon,1,Feb 2023
1134,upGrad ,info@updates.upgrad.com,Tue,7,Feb,2023,09:57:17,Morning,0,Feb 2023
1135,LinkedIn,jobs-listings@linkedin.com,Tue,7,Feb,2023,09:00:45,Morning,0,Feb 2023
1136,Goibibo ,noreply@content.goibibo.com,Tue,7,Feb,2023,09:49:25,Morning,1,Feb 2023
1137,Google,noreply-maps-timeline@google.com,Tue,7,Feb,2023,16:24:42,Afternoon,1,Feb 2023
1138,BSNL Care -NZ ,BSNL@ndc.bsnl.co.in,Tue,7,Feb,2023,03:41:36,Night,0,Feb 2023
1139,Uber ,noreply@uber.com,Tue,7,Feb,2023,08:11:09,Morning,1,Feb 2023
1140,Google,google-maps-noreply@google.com,Mon,6,Feb,2023,19:04:05,Evening,1,Feb 2023
1141,Tripadvisor ,savings@mp1.tripadvisor.com,Tue,7,Feb,2023,05:10:32,Morning,0,Feb 2023
1142,Coursera ,no-reply@m.mail.coursera.org,Tue,7,Feb,2023,04:37:37,Night,0,Feb 2023
1143,upGrad ,info@updates.upgrad.com,Tue,7,Feb,2023,04:31:06,Night,0,Feb 2023
1144,Google,drive-shares-dm-noreply@google.com,Tue,7,Feb,2023,03:57:30,Night,1,Feb 2023
1145,Coursera ,no-reply@m.mail.coursera.org,Tue,7,Feb,2023,01:21:29,Night,0,Feb 2023
1146,Google,drive-shares-dm-noreply@google.com,Mon,6,Feb,2023,00:17:50,Night,1,Feb 2023
1147,Google,no-reply@accounts.google.com,Mon,6,Feb,2023,09:35:47,Morning,0,Feb 2023
1148,EaseMyTrip ,info@easemytrip.com,Mon,6,Feb,2023,14:27:58,Afternoon,0,Feb 2023
1149,LinkedIn,updates-noreply@linkedin.com,Mon,6,Feb,2023,03:38:06,Night,1,Feb 2023
1150,Rahul - Decathlon Product Review Leader ,noreply-in@email.decathlon.in,Mon,6,Feb,2023,00:38:06,Night,1,Feb 2023
1151,NPTEL ,onlinecourses@nptel.iitm.ac.in,Mon,6,Feb,2023,13:06:39,Afternoon,0,Feb 2023
1152,IndiGo ,mailers@marketing.goindigo.in,Mon,6,Feb,2023,12:34:13,Afternoon,0,Feb 2023
1153,BSNL Care -NZ ,BSNL@ndc.bsnl.co.in,Mon,6,Feb,2023,05:08:26,Morning,0,Feb 2023
1154,upGrad ,info@updates.upgrad.com,Mon,6,Feb,2023,06:39:12,Morning,0,Feb 2023
1155,Uber ,uber@uber.com,Mon,6,Feb,2023,05:08:37,Morning,0,Feb 2023
1156,Varsha from Prosple ,varsha@prosple.com,Sun,5,Feb,2023,00:45:52,Night,0,Feb 2023
1157,Coursera Market Research ,marketresearch@learneroutcomes.coursera.org,Sun,5,Feb,2023,05:29:50,Morning,0,Feb 2023
1158,Uber Receipts ,noreply@uber.com,Sun,5,Feb,2023,01:09:45,Night,1,Feb 2023
1159,Uber Receipts ,noreply@uber.com,Sun,5,Feb,2023,01:09:03,Night,1,Feb 2023
1160,Uber ,uber@uber.com,Sun,5,Feb,2023,01:08:55,Night,0,Feb 2023
1161,Uber Receipts ,noreply@uber.com,Sun,5,Feb,2023,00:13:25,Night,1,Feb 2023
1162,Uber Receipts ,noreply@uber.com,Sun,5,Feb,2023,00:13:12,Night,1,Feb 2023
1163,upGrad ,info@updates.upgrad.com,Sun,5,Feb,2023,07:40:11,Morning,0,Feb 2023
1164,Airbnb ,discover@airbnb.com,Sun,5,Feb,2023,00:37:03,Night,0,Feb 2023
1165,EaseMyTrip ,info@easemytrip.com,Sat,4,Feb,2023,14:51:28,Afternoon,0,Feb 2023
1166,IRCTC,ecatering@irctc.co.in,Sat,4,Feb,2023,06:15:10,Morning,0,Feb 2023
1167,LinkedIn,updates-noreply@linkedin.com,Sat,4,Feb,2023,03:40:07,Night,1,Feb 2023
1168,Cleartrip ,noreply@cleartrip.com,Sat,4,Feb,2023,14:31:30,Afternoon,1,Feb 2023
1169,Unikaksha ,abhilash@gradjago.com,Sat,4,Feb,2023,02:39:43,Night,0,Feb 2023
1170,Decathlon India ,communication@email.decathlon.in,Sat,4,Feb,2023,21:34:49,Night,0,Feb 2023
1171,upGrad ,info@updates.upgrad.com,Sat,4,Feb,2023,08:16:14,Morning,0,Feb 2023
1172,LinkedIn,jobs-listings@linkedin.com,Sat,4,Feb,2023,08:07:57,Morning,0,Feb 2023
1173,SBI,yonosbi@alerts.sbi.co.in,Sat,4,Feb,2023,06:59:25,Morning,0,Feb 2023
1174,Ajio,ship-confirm@ajio.com,Sat,4,Feb,2023,06:38:38,Morning,0,Feb 2023
1175,Tripadvisor ,inspiration@mp1.tripadvisor.com,Sat,4,Feb,2023,03:46:04,Night,0,Feb 2023
1176,Ajio,ship-confirm@ajio.com,Fri,3,Feb,2023,01:20:01,Night,0,Feb 2023
1177,FitnessByDaanish ,comment-reply@wordpress.com,Sat,4,Feb,2023,02:26:09,Night,0,Feb 2023
1178,EaseMyTrip ,info@easemytrip.com,Fri,3,Feb,2023,13:15:50,Afternoon,0,Feb 2023
1179,Coursera ,Coursera@email.coursera.org,Fri,3,Feb,2023,18:31:12,Evening,0,Feb 2023
1180,LinkedIn,newsletters-noreply@linkedin.com,Fri,3,Feb,2023,02:44:08,Night,1,Feb 2023
1181,upGrad ,info@updates.upgrad.com,Fri,3,Feb,2023,02:17:07,Night,0,Feb 2023
1182,HackerRank Team ,no-reply@hackerrankmail.com,Fri,3,Feb,2023,01:59:06,Night,0,Feb 2023
1183,Varsha from Prosple ,varsha@prosple.com,Thu,2,Feb,2023,00:09:01,Night,0,Feb 2023
1184,Coursera ,Coursera@email.coursera.org,Thu,2,Feb,2023,23:08:18,Night,0,Feb 2023
1185,EaseMyTrip ,info@easemytrip.com,Thu,2,Feb,2023,11:51:45,Morning,0,Feb 2023
1186,Gaucho - Buenos Aires ,hello@gauchobuenosaires.com,Thu,2,Feb,2023,06:02:23,Morning,0,Feb 2023
1187,Coursera Market Research ,marketresearch@learneroutcomes.coursera.org,Thu,2,Feb,2023,05:07:47,Morning,0,Feb 2023
1188,HDFC Bank ,information@hdfcbank.net,Thu,2,Feb,2023,14:30:39,Afternoon,0,Feb 2023
1189,Team Scaler ,hello@scaler.com,Thu,2,Feb,2023,03:08:55,Night,0,Feb 2023
1190,LinkedIn,jobs-listings@linkedin.com,Thu,2,Feb,2023,08:43:04,Morning,0,Feb 2023
1191,Goibibo ,noreply@content.goibibo.com,Thu,2,Feb,2023,09:33:56,Morning,1,Feb 2023
1192,Coursera ,Coursera@email.coursera.org,Wed,1,Feb,2023,18:28:36,Evening,0,Feb 2023
1193,LinkedIn,updates-noreply@linkedin.com,Wed,1,Feb,2023,03:39:01,Night,1,Feb 2023
1194,NPTEL ,onlinecourses@nptel.iitm.ac.in,Wed,1,Feb,2023,14:00:00,Afternoon,0,Feb 2023
1195,Google,no-reply@accounts.google.com,Wed,1,Feb,2023,21:32:09,Night,0,Feb 2023
1196,Google,no-reply@accounts.google.com,Wed,1,Feb,2023,03:31:07,Night,0,Feb 2023
1197,upGrad ,info@updates.upgrad.com,Wed,1,Feb,2023,03:29:09,Night,0,Feb 2023
1198,Splitwise ,hello@splitwise.com,Wed,1,Feb,2023,09:40:23,Morning,0,Feb 2023
1199,Sathvik ,abhilash@gradjago.com,Wed,1,Feb,2023,06:11:45,Morning,0,Feb 2023
1200,Mi service center ,csat-survey@xiaomi.com,Wed,1,Feb,2023,09:32:37,Morning,0,Feb 2023
1201,SBI,yonosbi@alerts.sbi.co.in,Wed,1,Feb,2023,12:24:56,Afternoon,0,Feb 2023
1202,Varsha from Prosple ,varsha@prosple.com,Tue,31,Jan,2023,00:06:48,Night,0,Jan 2023
1203,EaseMyTrip ,info@easemytrip.com,Tue,31,Jan,2023,14:55:24,Afternoon,0,Jan 2023
1204,Google,calendar-notification@google.com,Tue,31,Jan,2023,07:59:52,Morning,0,Jan 2023
1205,Gaucho - Buenos Aires ,hello@gauchobuenosaires.com,Tue,31,Jan,2023,06:01:31,Morning,0,Jan 2023
1206,IndiGo ,mailers@marketing.goindigo.in,Tue,31,Jan,2023,06:07:15,Morning,0,Jan 2023
1207,FitnessByDaanish ,comment-reply@wordpress.com,Tue,31,Jan,2023,04:37:45,Night,0,Jan 2023
1208,Riya Jain ,riya.jain@email.codingblocks.com,Tue,31,Jan,2023,04:22:05,Night,0,Jan 2023
1209,NPTEL ,onlinecourses@nptel.iitm.ac.in,Tue,31,Jan,2023,13:30:00,Afternoon,0,Jan 2023
1210,LinkedIn,messages-noreply@linkedin.com,Tue,31,Jan,2023,03:01:28,Night,1,Jan 2023
1211,LinkedIn,jobs-listings@linkedin.com,Tue,31,Jan,2023,08:16:22,Morning,0,Jan 2023
1212,Adobe Acrobat ,mail@mail.adobe.com,Mon,30,Jan,2023,23:55:17,Night,0,Jan 2023
1213,Coursera ,no-reply@m.mail.coursera.org,Mon,30,Jan,2023,09:11:24,Morning,0,Jan 2023
1214,Coursera ,Coursera@email.coursera.org,Mon,30,Jan,2023,02:13:16,Night,0,Jan 2023
1215,LinkedIn,updates-noreply@linkedin.com,Mon,30,Jan,2023,03:39:38,Night,1,Jan 2023
1216,Rapido Bike Taxi ,hello@updates.rapido.bike,Mon,30,Jan,2023,02:01:01,Night,0,Jan 2023
1217,NPTEL ,onlinecourses@nptel.iitm.ac.in,Mon,30,Jan,2023,12:14:16,Afternoon,0,Jan 2023
1218,LinkedIn,messages-noreply@linkedin.com,Mon,30,Jan,2023,01:33:20,Night,1,Jan 2023
1219,Anoj Viswanathan ,anoj@milaap.org,Mon,30,Jan,2023,09:44:21,Morning,0,Jan 2023
1220,Anoj Viswanathan ,anoj@milaap.org,Mon,30,Jan,2023,09:43:56,Morning,0,Jan 2023
1221,Team Scaler ,hello@scaler.com,Mon,30,Jan,2023,09:35:25,Morning,0,Jan 2023
1222,Ajio,ship-confirm@ajio.com,Sun,29,Jan,2023,19:17:53,Evening,0,Jan 2023
1223,Amazon,no-reply@business.amazon.in,Mon,30,Jan,2023,06:08:51,Morning,0,Jan 2023
1224,Goibibo ,noreply@content.goibibo.com,Mon,30,Jan,2023,15:22:42,Afternoon,1,Jan 2023
1225,Varsha from Prosple ,varsha@prosple.com,Sun,29,Jan,2023,00:24:09,Night,0,Jan 2023
1226,Ajio,order-confirm@ajio.com,Sun,29,Jan,2023,08:20:23,Morning,0,Jan 2023
1227,Ajio,alert@mailer.ajio.in,Sun,29,Jan,2023,07:13:25,Morning,0,Jan 2023
1228,IRCTC,ecatering@irctc.co.in,Sun,29,Jan,2023,14:57:29,Afternoon,0,Jan 2023
1229,Team Scaler ,hello@scaler.com,Sun,29,Jan,2023,03:07:19,Night,0,Jan 2023
1230,Goibibo ,noreply@content.goibibo.com,Sun,29,Jan,2023,05:35:32,Morning,1,Jan 2023
1231,Tripadvisor ,inspiration@mp1.tripadvisor.com,Sun,29,Jan,2023,02:04:25,Night,0,Jan 2023
1232,Gaucho - Buenos Aires ,hello@gauchobuenosaires.com,Sat,28,Jan,2023,06:02:17,Morning,0,Jan 2023
1233,LinkedIn,updates-noreply@linkedin.com,Sat,28,Jan,2023,03:40:35,Night,1,Jan 2023
1234,Goibibo ,noreply@content.goibibo.com,Sat,28,Jan,2023,08:53:03,Morning,1,Jan 2023
1235,LinkedIn,jobs-listings@linkedin.com,Sat,28,Jan,2023,07:34:29,Morning,0,Jan 2023
1236,Goibibo ,noreply@content.goibibo.com,Fri,27,Jan,2023,15:08:27,Afternoon,1,Jan 2023
1237,eCom ,eCom@communications.sbi.co.in,Fri,27,Jan,2023,13:53:56,Afternoon,0,Jan 2023
1238,HDFC Bank ,information@hdfcbank.net,Fri,27,Jan,2023,12:07:28,Afternoon,0,Jan 2023
1239,SBI,yonosbi@alerts.sbi.co.in,Fri,27,Jan,2023,10:11:05,Morning,0,Jan 2023
1240,Adobe Acrobat ,mail@mail.adobe.com,Thu,26,Jan,2023,00:33:07,Night,0,Jan 2023
1241,Varsha from Prosple ,varsha@prosple.com,Thu,26,Jan,2023,00:08:45,Night,0,Jan 2023
1242,Google,noreply-local-guides@google.com,Thu,26,Jan,2023,17:23:20,Evening,1,Jan 2023
1243,Gaucho - Buenos Aires ,hello@gauchobuenosaires.com,Thu,26,Jan,2023,06:12:58,Morning,0,Jan 2023
1244,LinkedIn,linkedin@e.linkedin.com,Thu,26,Jan,2023,22:52:26,Night,0,Jan 2023
1245,BAJAAO ,helpdesk@email.bajaao.com,Thu,26,Jan,2023,09:32:15,Morning,0,Jan 2023
1246,LinkedIn,jobs-listings@linkedin.com,Thu,26,Jan,2023,08:04:53,Morning,0,Jan 2023
1247,Goibibo ,noreply@content.goibibo.com,Thu,26,Jan,2023,07:51:20,Morning,1,Jan 2023
1248,LinkedIn,linkedin@e.linkedin.com,Wed,25,Jan,2023,00:23:31,Night,0,Jan 2023
1249,Team Scaler ,hello@scaler.com,Thu,26,Jan,2023,04:40:36,Night,0,Jan 2023
1250,IRCTC,ecatering@irctc.co.in,Thu,26,Jan,2023,07:34:24,Morning,0,Jan 2023
1251,Coursera ,Coursera@email.coursera.org,Wed,25,Jan,2023,02:31:22,Night,0,Jan 2023
1252,LinkedIn,updates-noreply@linkedin.com,Wed,25,Jan,2023,03:38:01,Night,1,Jan 2023
1253,Internshala ,abhilash@gradjago.com,Wed,25,Jan,2023,01:31:57,Night,0,Jan 2023
1254,Niantic ,niantic@email.nianticlabs.com,Wed,25,Jan,2023,08:30:00,Morning,0,Jan 2023
1255,Team Scaler ,hello@scaler.com,Wed,25,Jan,2023,09:00:36,Morning,0,Jan 2023
1256,Goibibo ,noreply@content.goibibo.com,Wed,25,Jan,2023,07:53:23,Morning,1,Jan 2023
1257,NPTEL ,onlinecourses@nptel.iitm.ac.in,Wed,25,Jan,2023,14:56:36,Afternoon,0,Jan 2023
1258,Varsha from Prosple ,varsha@prosple.com,Tue,24,Jan,2023,00:09:16,Night,0,Jan 2023
1259,Coursera ,Coursera@email.coursera.org,Tue,24,Jan,2023,20:42:17,Evening,0,Jan 2023
1260,Coursera ,Coursera@email.coursera.org,Tue,24,Jan,2023,19:16:03,Evening,0,Jan 2023
1261,IndiGo ,mailers@marketing.goindigo.in,Tue,24,Jan,2023,10:55:15,Morning,0,Jan 2023
1262,upGrad ,info@updates.upgrad.com,Tue,24,Jan,2023,03:36:08,Night,0,Jan 2023
1263,LinkedIn,messages-noreply@linkedin.com,Tue,24,Jan,2023,03:01:27,Night,1,Jan 2023
1264,Team Scaler ,hello@scaler.com,Tue,24,Jan,2023,01:55:45,Night,0,Jan 2023
1265,Goibibo ,noreply@content.goibibo.com,Tue,24,Jan,2023,11:37:40,Morning,1,Jan 2023
1266,Internshala ,abhilash@gradjago.com,Tue,24,Jan,2023,09:32:04,Morning,0,Jan 2023
1267,LinkedIn,jobs-listings@linkedin.com,Tue,24,Jan,2023,08:17:46,Morning,0,Jan 2023
1268,,ticketadmin@irctc.co.in,Tue,24,Jan,2023,07:35:27,Morning,0,Jan 2023
1269,IRCTC,ticketadmin@irctc.co.in,Tue,24,Jan,2023,07:35:11,Morning,0,Jan 2023
1270,,ticketadmin@irctc.co.in,Tue,24,Jan,2023,07:28:47,Morning,0,Jan 2023
1271,IRCTC,ticketadmin@irctc.co.in,Tue,24,Jan,2023,07:27:22,Morning,0,Jan 2023
1272,Tripadvisor ,inspiration@mp1.tripadvisor.com,Tue,24,Jan,2023,01:48:28,Night,0,Jan 2023
1273,Coursera ,no-reply@m.mail.coursera.org,Mon,23,Jan,2023,09:09:50,Morning,0,Jan 2023
1274,Coursera ,Coursera@email.coursera.org,Mon,23,Jan,2023,02:13:40,Night,0,Jan 2023
1275,LinkedIn,updates-noreply@linkedin.com,Mon,23,Jan,2023,03:39:00,Night,1,Jan 2023
1276,NPTEL ,onlinecourses@nptel.iitm.ac.in,Mon,23,Jan,2023,13:27:27,Afternoon,0,Jan 2023
1277,upGrad ,info@updates.upgrad.com,Mon,23,Jan,2023,02:00:25,Night,0,Jan 2023
1278,MADE EASY ,info@madeeasyprime.com,Mon,23,Jan,2023,01:07:01,Night,0,Jan 2023
1279,Zomato Order ,noreply@zomato.com,Mon,23,Jan,2023,07:59:32,Morning,1,Jan 2023
1280,Zomato ,noreply@zomato.com,Mon,23,Jan,2023,00:54:03,Night,1,Jan 2023
1281,Varsha from Prosple ,varsha@prosple.com,Sun,22,Jan,2023,00:35:32,Night,0,Jan 2023
1282,LinkedIn,messages-noreply@linkedin.com,Sun,22,Jan,2023,09:42:26,Morning,1,Jan 2023
1283,Google,calendar-notification@google.com,Sun,22,Jan,2023,07:30:08,Morning,0,Jan 2023
1284,Google,calendar-notification@google.com,Sun,22,Jan,2023,07:30:05,Morning,0,Jan 2023
1285,Gaucho - Buenos Aires ,hello@gauchobuenosaires.com,Sun,22,Jan,2023,06:04:01,Morning,0,Jan 2023
1286,Twitter ,verify@twitter.com,Sun,22,Jan,2023,05:33:30,Morning,0,Jan 2023
1287,Twitter ,info@twitter.com,Sun,22,Jan,2023,05:33:04,Morning,0,Jan 2023
1288,EaseMyTrip ,info@easemytrip.com,Sun,22,Jan,2023,09:40:03,Morning,0,Jan 2023
1289,LinkedIn,messages-noreply@linkedin.com,Sun,22,Jan,2023,01:33:18,Night,1,Jan 2023
1290,Goibibo ,noreply@content.goibibo.com,Sun,22,Jan,2023,13:54:40,Afternoon,1,Jan 2023
